Start Date,End Date,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,latitude,longitude,User Language,Q_RecaptchaScore,List of Countries,ds_interest,ds_years,treatment,treatment_check,control,control_check,quiz_1,quiz_2,quiz_3,quiz_4,quiz_5,quiz_6,quiz_7,quiz_8,quiz_9,quiz_10,external_resource,gender,age,education_level,enter_raffel,quiz_score,quiz_1_answr,quiz_2_answr,quiz_3_answr,quiz_4_answr,quiz_5_answr,quiz_6_answr,quiz_7_answr,quiz_8_answr,quiz_9_answr,quiz_10_answr,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,quiz_7_correct,quiz_8_correct,quiz_9_correct,quiz_10_correct,"country,state",sc_string
11/13/21 22:45,11/13/21 22:49,172.89.26.12,100,240,1,11/13/21 22:49,R_2f3YVbU9XICVCaS,34.28619385,-119.2263947,EN,0.899999976,8.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,1,0,0,0,"United States,California",3322223322
11/13/21 22:33,11/13/21 22:50,68.71.76.121,100,1016,1,11/13/21 22:50,R_25NkyY0zaUOJLfx,32.93209839,-97.28340149,EN,0.899999976,6.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,1,0,0,1,0,0,"United States,Texas",2233222222
11/13/21 22:49,11/13/21 22:58,156.146.97.8,100,556,1,11/13/21 22:58,R_2fwd9ZsW5HhFSLz,33.43060303,-111.9255981,EN,0.899999976,15.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,1,0,1,0,0,0,"United States,Arizona",2234243342
11/13/21 23:00,11/13/21 23:08,198.72.255.210,100,511,1,11/13/21 23:08,R_1JIUr7RdNps4kKV,34.02639771,-117.9360046,EN,0.899999976,7.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,1,0,0,0,1,0,0,0,"United States,California",3431323322
11/13/21 22:50,11/13/21 23:10,98.35.65.54,100,1172,1,11/13/21 23:10,R_bdpM0YEWEeHVfkR,38.00819397,-122.2682037,EN,0.899999976,31.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,"United States,California",3222332332
11/13/21 23:09,11/13/21 23:14,71.218.165.85,100,292,1,11/13/21 23:14,R_3ErQiiKgQnpXSG8,39.73010254,-104.9077988,EN,0.899999976,8.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,1,0,0,0,0,0,"United States,Colorado",3333232332
11/13/21 23:15,11/13/21 23:18,73.140.42.198,100,127,1,11/13/21 23:18,R_1OIByKKA4Hq6fTB,47.85609436,-121.946701,EN,0.400000006,24.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0,"United States,Washington",3112222222
11/13/21 22:53,11/13/21 23:26,24.205.176.117,100,2023,1,11/13/21 23:26,R_24O7eZ1uzYsFfyV,34.02000427,-117.8983994,EN,0.899999976,187.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,0,0,0,"United States,California",4332114433
11/13/21 23:31,11/13/21 23:33,174.65.159.59,100,162,1,11/13/21 23:33,R_cTHueS3CguKMfrb,32.78469849,-117.0203018,EN,0.899999976,8.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,1,1,0,"United States,California",2211222212
11/13/21 23:21,11/13/21 23:37,68.231.139.183,100,982,1,11/13/21 23:37,R_2sWIyHPm7YSuMwf,33.3874054,-112.0998001,EN,0.699999988,42.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0,"United States,Arizona",2222222222
11/13/21 23:14,11/13/21 23:38,73.184.20.57,100,1430,1,11/13/21 23:38,R_1lrWJFUSiqCpeq4,34.11099243,-84.30249786,EN,1.0,31.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,0,0,0,0,0,"United States,Georgia",3322332332
11/13/21 23:39,11/13/21 23:43,73.66.130.247,100,292,1,11/13/21 23:43,R_2D00tkQ5ngqxfCF,36.72529602,-119.5500946,EN,0.699999988,36.0,1.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,1,0,1,0,0,"United States,California",4343211242
11/13/21 23:06,11/13/21 23:44,174.18.68.160,100,2307,1,11/13/21 23:44,R_1CfjrVabgPB63l7,32.2460022,-110.9177017,EN,1.0,187.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,1,0,0,0,0,1,0,1,1,1,"United States,Arizona",1111111211
11/13/21 23:47,11/13/21 23:51,69.181.192.172,100,234,1,11/13/21 23:51,R_Xk5mWhesQA8UX9n,37.77029419,-122.4407043,EN,0.899999976,8.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,5.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,0,1,1,0,0,"United States,California",3332123232
11/13/21 23:53,11/14/21 0:03,98.162.137.227,100,609,1,11/14/21 0:03,R_wXy7K6HMqDIQ7aF,30.51789856,-87.22530365,EN,0.899999976,8.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,"United States,Florida",2223332331
11/13/21 23:41,11/14/21 0:04,66.75.234.191,100,1380,1,11/14/21 0:04,R_u4ZSnESNsdtRTDr,32.76159668,-117.2057953,EN,0.699999988,9.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,0,0,1,0,0,"United States,California",2322122222
11/14/21 0:18,11/14/21 0:27,71.229.228.110,100,555,1,11/14/21 0:27,R_2qqHhA9OdkzX2k5,39.44360352,-104.8535995,EN,1.0,187.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,1,0,0,0,0,"United States,Colorado",3323212342
11/14/21 0:18,11/14/21 0:27,76.193.64.91,100,552,1,11/14/21 0:27,R_1j9Ruo8Kyd5QeQ0,29.52200317,-98.53050232,EN,1.0,187.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,4.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,1,0,1,1,0,0,1,0,0,0,"United States,Texas",1232423122
11/14/21 0:08,11/14/21 0:30,69.244.24.81,100,1300,1,11/14/21 0:30,R_2dnHTyFHv0i9XoW,32.33810425,-110.9813995,EN,0.800000012,8.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0,"United States,Arizona",2222222223
11/14/21 0:22,11/14/21 0:30,69.244.0.35,100,497,1,11/14/21 0:30,R_31d8hY9impDD4yW,32.30389404,-110.8367996,EN,0.899999976,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,0,1,1,0,0,"United States,Arizona",2243333222
11/14/21 0:25,11/14/21 0:35,76.105.39.92,100,546,1,11/14/21 0:35,R_1j6qoOWW8G2sXBj,38.55690002,-121.3627014,EN,0.899999976,4.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,0,1,0,1,"United States,California",4324124231
11/13/21 23:11,11/14/21 0:35,47.154.9.47,100,5083,1,11/14/21 0:35,R_3QWAcqOM6vIjSKV,33.75180054,-117.9931946,EN,0.899999976,6.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,"United States,California",3444224444
11/14/21 0:34,11/14/21 0:37,71.132.228.171,100,174,1,11/14/21 0:37,R_2eOtHzZaFDyDLah,30.460495,-89.08560181,EN,0.899999976,31.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,"United States,Mississippi",3323122332
11/13/21 22:52,11/14/21 0:40,24.6.158.159,100,6453,1,11/14/21 0:40,R_1N8P6LZ2vPETRkN,38.38619995,-121.9909973,EN,0.800000012,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,0,0,1,0,0,"United States,California",2321232222
11/14/21 0:42,11/14/21 0:44,173.51.33.124,100,129,1,11/14/21 0:44,R_1MLiEGi5axJuBTC,34.0717926,-117.6972961,EN,0.899999976,187.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,1,0,0,1,0,0,0,1,1,1,"United States,California",1212122211
11/13/21 23:29,11/14/21 0:46,76.178.94.23,100,4613,1,11/14/21 0:46,R_xu6YSbbFBTPNT0d,47.72819519,-116.9389038,EN,0.899999976,187.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,0.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,"United States,Idaho",3322112333
11/14/21 0:44,11/14/21 0:49,73.136.125.72,100,289,1,11/14/21 0:49,R_1LpV4feCvVlxCZz,29.69180298,-95.65260315,EN,0.899999976,8.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,1,0,0,1,1,"United States,Texas",3111111111
11/14/21 0:42,11/14/21 0:51,68.123.13.72,100,530,1,11/14/21 0:51,R_pg6oyAprLmEpXX3,37.80430603,-122.2155991,EN,0.899999976,9.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,0,1,1,1,0,"United States,California",4324233213
11/14/21 0:58,11/14/21 0:59,98.145.20.98,100,55,1,11/14/21 0:59,R_3suDxEjX5u87JVq,32.7808075,-115.5626984,EN,0.800000012,4.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,"United States,California",2223232322
11/14/21 0:54,11/14/21 1:01,71.237.181.35,100,457,1,11/14/21 1:01,R_3fy5cSM01YSJJpV,45.48049927,-122.6362991,EN,1.0,31.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,5.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,"United States,Oregon",3223112332
11/14/21 1:03,11/14/21 1:05,98.210.255.79,100,118,1,11/14/21 1:05,R_3FQWdp9xwDNP2lX,37.92849731,-121.6880951,EN,0.800000012,8.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,1,0,0,0,0,1,0,0,0,0,"United States,California",1121111322
11/14/21 1:00,11/14/21 1:06,73.90.52.111,100,346,1,11/14/21 1:06,R_4NmifQ3t07q0BQ5,37.34719849,-120.6038971,EN,0.899999976,8.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,0,0,1,0,0,0,"United States,California",3333333333
11/14/21 0:49,11/14/21 1:09,216.198.166.23,100,1173,1,11/14/21 1:09,R_11WIiRwl0QEqO5K,35.47180176,-97.27259827,EN,1.0,187.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,0,0,0,"United States,Oklahoma",3332112333
11/14/21 0:59,11/14/21 1:15,71.222.35.138,100,975,1,11/14/21 1:15,R_3qlYFZB9cdjDpMp,36.16819763,-115.2165985,EN,0.899999976,10.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,1,0,1,0,0,0,"United States,Nevada",3224233332
11/14/21 1:16,11/14/21 1:17,172.119.59.164,100,78,1,11/14/21 1:17,R_2QW231eXgwwEMNn,33.7328949,-118.295105,EN,0.400000006,6.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,1,0,0,0,0,0,"United States,California",2323222322
11/14/21 1:09,11/14/21 1:23,174.53.244.146,100,793,1,11/14/21 1:23,R_1mkqJQi7Vf4FsuL,45.07820129,-93.18939972,EN,1.0,187.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,1,0,0,0,0,0,"United States,Minnesota",3332222332
11/14/21 1:09,11/14/21 1:23,76.28.249.229,100,801,1,11/14/21 1:23,R_R2FGWL0PmHeoCWd,47.90049744,-122.2472,EN,0.899999976,187.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,0,1,0,1,"United States,Washington",3322242231
11/14/21 1:09,11/14/21 1:23,24.54.162.174,100,808,1,11/14/21 1:23,R_1QtqlTlCXn3zy89,38.75190735,-104.8103027,EN,0.899999976,187.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,6.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,1,0,1,1,1,0,"United States,Colorado",3333223212
11/14/21 1:00,11/14/21 1:23,73.241.201.152,100,1354,1,11/14/21 1:23,R_1Nwz9ZhVvXhJChX,38.26699829,-122.0439987,EN,0.899999976,28.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,1,1,0,0,"United States,California",2322223222
11/14/21 1:13,11/14/21 1:27,73.23.84.176,100,825,1,11/14/21 1:27,R_3gXG12BtrkBcKXh,26.15289307,-81.74030304,EN,0.800000012,187.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,0,0,0,0,"United States,Florida",3332112443
11/14/21 1:18,11/14/21 1:28,76.171.67.215,100,618,1,11/14/21 1:28,R_1IQbdV9ZrhO4YOQ,33.87910461,-117.9821014,EN,0.899999976,27.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,6.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,1,1,1,0,0,1,"United States,California",3334213431
11/14/21 1:25,11/14/21 1:28,69.181.174.170,100,179,1,11/14/21 1:28,R_0oknlZcqXvtts53,39.4394989,-123.7682953,EN,0.899999976,8.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,0,0,1,1,1,"United States,California",2221142211
11/14/21 1:18,11/14/21 1:34,70.121.41.16,100,955,1,11/14/21 1:34,R_2QXV7wHLYmLRIXJ,32.96359253,-96.74680328,EN,0.899999976,31.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,"United States,Texas",3323132332
11/14/21 1:20,11/14/21 1:37,75.40.200.141,100,1007,1,11/14/21 1:37,R_3iC5EY3Ra5M1mmi,33.19090271,-96.61979675,EN,0.899999976,8.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,5.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,0,0,1,0,0,"United States,Texas",2322122223
11/14/21 1:30,11/14/21 1:38,69.181.169.98,100,482,1,11/14/21 1:38,R_1dug9yrzpUd53pg,37.27130127,-122.0227051,EN,0.899999976,6.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,1.0,6.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,1,0,0,0,"United States,California",4242223422
11/14/21 1:27,11/14/21 1:38,206.72.77.41,100,659,1,11/14/21 1:38,R_UroVt9elFqHoj73,34.0493927,-118.266098,EN,1.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,"United States,California",1112232433
11/14/21 1:36,11/14/21 1:39,70.19.82.3,100,188,1,11/14/21 1:39,R_1H05qMsTcxye0mS,40.79730225,-73.64730072,EN,1.0,31.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,"United States,New York",3322112332
11/14/21 1:43,11/14/21 1:45,73.42.166.69,100,152,1,11/14/21 1:45,R_24GYySRuOV6iCaR,47.83880615,-122.1985016,EN,0.400000006,18.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,1,1,0,0,"United States,Washington",2222223222
11/14/21 1:31,11/14/21 1:45,141.239.120.89,100,833,1,11/14/21 1:45,R_22WyuXEgtqyKjfB,21.29820251,-157.8444061,EN,0.899999976,187.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,1,3,3,2,2,1,3,2,1,1,0,1,1,1,0,1,1,0,0,0,"United States,Hawaii",3332113433
11/14/21 1:42,11/14/21 1:47,104.32.6.188,100,270,1,11/14/21 1:47,R_pNbaCNkO7OgL55v,34.28619385,-119.2263947,EN,0.899999976,8.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,0,1,1,0,0,0,0,0,0,"United States,California",2232322433
11/14/21 1:49,11/14/21 1:52,71.38.106.103,100,195,1,11/14/21 1:52,R_21iHYGKtvNKx1V2,36.12199402,-115.0859985,EN,0.800000012,187.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,0,0,1,0,0,0,"United States,Nevada",3333133333
11/14/21 1:40,11/14/21 1:55,192.184.161.96,100,861,1,11/14/21 1:55,R_1GIa6xqAadgZOIy,37.83810425,-122.2608948,EN,0.899999976,9.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,1.0,2.0,1,3,3,2,2,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,"United States,California",3333332323
11/14/21 1:56,11/14/21 1:57,198.72.128.224,100,62,1,11/14/21 1:57,R_rd4ChKhRznLmzdv,34.43179321,-118.5003052,EN,1.0,8.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,0,0,1,0,0,"United States,California",2322122222
11/14/21 1:53,11/14/21 1:58,173.70.143.206,100,297,1,11/14/21 1:58,R_27duiikinUi7uji,40.9552002,-74.02940369,EN,0.899999976,187.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,"United States,New Jersey",3322312124
11/14/21 1:39,11/14/21 2:01,76.90.115.255,100,1316,1,11/14/21 2:01,R_p3r6krLM1v4S5yN,34.17599487,-118.9315948,EN,0.899999976,4.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,"United States,California",3222322322
11/14/21 1:57,11/14/21 2:08,50.239.82.218,100,688,1,11/14/21 2:08,R_12lLME0w0kV5zT6,36.50140381,-86.87380219,EN,1.0,77.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,0,1,1,1,0,1,0,0,0,"United States,Tennessee",3432223422
11/14/21 1:49,11/14/21 2:10,64.85.232.163,100,1257,1,11/14/21 2:10,R_3DelhKYqUlZE5UL,37.65379333,-122.425705,EN,0.0,9.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,4.0,1,3,3,2,2,1,3,2,1,1,0,1,0,1,1,0,0,1,0,0,"United States,California",2322222222
11/14/21 1:55,11/14/21 2:14,68.224.161.77,100,1147,1,11/14/21 2:14,R_12z2wRPAQObAUDO,41.15229797,-96.03710175,EN,0.899999976,31.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,3,3,2,2,1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,"United States,Nebraska",3023112332
11/14/21 2:16,11/14/21 2:20,71.89.197.71,100,200,1,11/14/21 2:20,R_qDAxxdpaHA3e11L,45.59989929,-121.1871033,EN,0.899999976,5.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,5.0,3.0,1.0,3.0,1,3,3,2,2,1,3,2,1,1,0,0,0,1,1,0,0,1,0,0,"United States,Oregon",4442244244
