Start Date,End Date,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,latitude,longitude,User Language,Q_RecaptchaScore,List of Countries,ds_interest,ds_years,treatment,treatment_check,control,control_check,quiz_1,quiz_2,quiz_3,quiz_4,quiz_5,quiz_6,quiz_7,quiz_8,quiz_9,quiz_10,external_resource,gender,age,education_level,enter_raffel,quiz_score
11/14/21 1:13,11/14/21 1:27,73.23.84.176,100,825,1,11/14/21 1:27,R_3gXG12BtrkBcKXh,26.15289307,-81.74030304,EN,0.800000012,187,1,2,,,1,3,3,3,3,2,1,1,2,4,4,3,2,2,4,3,2,4
11/14/21 1:18,11/14/21 1:28,76.171.67.215,100,618,1,11/14/21 1:28,R_1IQbdV9ZrhO4YOQ,33.87910461,-117.9821014,EN,0.899999976,27,1,2,2,2,,,3,3,3,4,2,1,3,4,3,1,1,2,4,3,2,6
11/14/21 1:25,11/14/21 1:28,69.181.174.170,100,179,1,11/14/21 1:28,R_0oknlZcqXvtts53,39.4394989,-123.7682953,EN,0.899999976,8,1,2,1,1,,,2,2,2,1,1,4,2,2,1,1,1,2,2,4,2,3
11/14/21 1:18,11/14/21 1:34,70.121.41.16,100,955,1,11/14/21 1:34,R_2QXV7wHLYmLRIXJ,32.96359253,-96.74680328,EN,0.899999976,31,1,3,2,3,,,3,3,2,3,1,3,2,3,3,2,1,1,6,3,2,1
11/14/21 1:20,11/14/21 1:37,75.40.200.141,100,1007,1,11/14/21 1:37,R_3iC5EY3Ra5M1mmi,33.19090271,-96.61979675,EN,0.899999976,8,1,2,2,1,,,2,3,2,2,1,2,2,2,2,3,1,2,6,3,2,3
11/14/21 1:30,11/14/21 1:38,69.181.169.98,100,482,1,11/14/21 1:38,R_1dug9yrzpUd53pg,37.27130127,-122.0227051,EN,0.899999976,6,1,2,,,2,2,4,2,4,2,2,2,3,4,2,2,1,2,7,3,2,3
11/14/21 1:27,11/14/21 1:38,206.72.77.41,100,659,1,11/14/21 1:38,R_UroVt9elFqHoj73,34.0493927,-118.266098,EN,1,8,1,2,,,1,1,1,1,1,2,2,3,2,4,3,3,1,2,2,3,2,3
11/14/21 1:36,11/14/21 1:39,70.19.82.3,100,188,1,11/14/21 1:39,R_1H05qMsTcxye0mS,40.79730225,-73.64730072,EN,1,31,1,3,,,1,1,3,3,2,2,1,1,2,3,3,2,1,1,5,4,2,3
11/14/21 1:43,11/14/21 1:45,73.42.166.69,100,152,1,11/14/21 1:45,R_24GYySRuOV6iCaR,47.83880615,-122.1985016,EN,0.400000006,18,1,2,2,2,,,2,2,2,2,2,2,3,2,2,2,1,1,4,3,2,4
11/14/21 1:31,11/14/21 1:45,141.239.120.89,100,833,1,11/14/21 1:45,R_22WyuXEgtqyKjfB,21.29820251,-157.8444061,EN,0.899999976,187,1,2,,,3,1,3,3,3,2,1,1,3,4,3,3,2,2,3,4,2,5
11/14/21 1:42,11/14/21 1:47,104.32.6.188,100,270,1,11/14/21 1:47,R_pNbaCNkO7OgL55v,34.28619385,-119.2263947,EN,0.899999976,8,1,4,,,2,1,2,2,3,2,3,2,2,4,3,3,1,2,5,4,2,2
11/14/21 1:49,11/14/21 1:52,71.38.106.103,100,195,1,11/14/21 1:52,R_21iHYGKtvNKx1V2,36.12199402,-115.0859985,EN,0.800000012,187,1,2,1,1,,,3,3,3,3,1,3,3,3,3,3,2,2,5,4,2,3
11/14/21 1:40,11/14/21 1:55,192.184.161.96,100,861,1,11/14/21 1:55,R_1GIa6xqAadgZOIy,37.83810425,-122.2608948,EN,0.899999976,9,1,3,2,2,,,3,3,3,3,3,3,2,3,2,3,1,3,5,3,2,2
11/14/21 1:56,11/14/21 1:57,198.72.128.224,100,62,1,11/14/21 1:57,R_rd4ChKhRznLmzdv,34.43179321,-118.5003052,EN,1,8,1,2,,,2,1,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,3
11/14/21 1:53,11/14/21 1:58,173.70.143.206,100,297,1,11/14/21 1:58,R_27duiikinUi7uji,40.9552002,-74.02940369,EN,0.899999976,187,1,2,2,3,,,3,3,2,2,3,1,2,1,2,4,2,1,4,3,2,3
11/14/21 1:58,11/14/21 2:01,76.115.231.95,100,168,1,11/14/21 2:01,R_2cjiaQxuAKcmmVZ,44.94659424,-123.010498,EN,0.899999976,8,2,,,,,,,,,,,,,,,,,,,,,
11/14/21 1:39,11/14/21 2:01,76.90.115.255,100,1316,1,11/14/21 2:01,R_p3r6krLM1v4S5yN,34.17599487,-118.9315948,EN,0.899999976,4,1,2,2,2,,,3,2,2,2,3,2,2,3,2,2,1,1,4,2,2,1
11/14/21 1:57,11/14/21 2:08,50.239.82.218,100,688,1,11/14/21 2:08,R_12lLME0w0kV5zT6,36.50140381,-86.87380219,EN,1,77,1,2,2,2,,,3,4,3,2,2,2,3,4,2,2,1,1,3,3,2,4
11/14/21 1:49,11/14/21 2:10,64.85.232.163,100,1257,1,11/14/21 2:10,R_3DelhKYqUlZE5UL,37.65379333,-122.425705,EN,,9,1,2,,,2,1,2,3,2,2,2,2,2,2,2,2,1,2,4,1,2,4
11/14/21 1:55,11/14/21 2:14,68.224.161.77,100,1147,1,11/14/21 2:14,R_12z2wRPAQObAUDO,41.15229797,-96.03710175,EN,0.899999976,31,1,1,,,1,1,3,,2,3,1,1,2,3,3,2,1,2,2,2,2,1
11/14/21 2:16,11/14/21 2:20,71.89.197.71,100,200,1,11/14/21 2:20,R_qDAxxdpaHA3e11L,45.59989929,-121.1871033,EN,0.899999976,5,1,2,1,1,,,4,4,4,2,2,4,4,2,4,4,1,1,6,4,2,3
11/14/21 2:13,11/14/21 2:21,72.207.82.65,100,479,1,11/14/21 2:21,R_24o4Vj4iKhS2bmo,33.24209595,-117.3045044,EN,0.899999976,68,1,2,,,2,2,2,4,1,3,4,3,4,4,2,3,1,3,6,2,2,
11/14/21 2:43,11/14/21 3:18,65.188.218.248,100,2083,1,11/14/21 3:18,R_1hKACeqEmIqIHgF,35.73429871,-79.79160309,EN,0.699999988,187,2,,,,,,,,,,,,,,,,,,,,,
11/14/21 2:43,11/14/21 3:19,65.34.142.69,100,2165,1,11/14/21 3:19,R_1pnUuiJLxn2qHXO,25.99200439,-80.27020264,EN,0.899999976,187,1,2,1,2,,,3,1,2,2,3,3,3,2,3,3,1,1,4,3,2,3
11/14/21 3:18,11/14/21 3:20,65.188.218.248,100,119,1,11/14/21 3:20,R_bgxw6IuIA7oTS6Z,35.73429871,-79.79160309,EN,0.800000012,187,1,3,,,2,1,2,2,2,3,1,2,1,3,1,2,1,1,3,4,2,1
11/14/21 3:08,11/14/21 3:29,108.226.160.243,100,1254,1,11/14/21 3:29,R_2ZVm5XO3p3j8aLQ,37.34170532,-121.975296,EN,0.899999976,187,1,1,2,3,,,3,3,3,3,2,2,3,1,3,1,2,1,2,3,2,5
11/14/21 3:27,11/14/21 3:29,76.14.27.125,100,150,1,11/14/21 3:29,R_1LBfKg99RHMRVIc,37.5428009,-122.2971039,EN,0.899999976,187,1,1,,,3,2,3,3,3,2,2,2,2,2,3,2,2,1,1,2,2,5
11/14/21 3:08,11/14/21 3:29,98.53.149.142,100,1271,1,11/14/21 3:29,R_3nOsxamppJKN5r0,38.91290283,-104.7794037,EN,1,187,1,1,2,3,,,3,3,2,3,1,3,2,3,3,2,2,1,1,2,2,1
11/14/21 15:02,11/14/21 15:07,107.192.183.99,100,303,1,11/14/21 15:07,R_2EGMRVgQ0mKRsgs,43.08180237,-87.89199829,EN,1,187,1,1,2,3,,,1,3,1,1,1,1,1,2,2,2,2,1,3,3,2,4
11/14/21 17:37,11/14/21 17:42,70.180.198.225,100,298,1,11/14/21 17:42,R_2PzHJhQgZGmqrLj,36.12359619,-115.2757034,EN,0.899999976,187,1,2,2,1,,,2,3,2,2,2,1,2,,,,1,1,4,4,2,4
11/14/21 19:41,11/14/21 19:45,75.39.32.237,100,198,1,11/14/21 19:45,R_1nSADPzV7w7TMk2,42.54029846,-83.3789978,EN,0.899999976,187,1,2,2,2,,,3,2,1,2,2,3,3,3,3,2,1,1,3,2,2,3
11/14/21 20:16,11/14/21 20:18,108.93.174.31,100,106,1,11/14/21 20:18,R_1mDZLNfQkLawSh5,25.99200439,-80.27020264,EN,0.899999976,187,1,2,2,2,,,3,3,3,3,1,2,3,,2,3,1,1,3,2,2,3
11/14/21 22:42,11/14/21 22:48,73.15.185.161,100,351,1,11/14/21 22:48,R_1FwAnpMVkhj1wLM,37.55490112,-122.2707977,EN,0.899999976,187,1,3,2,3,,,3,3,3,2,2,1,2,2,1,1,2,2,3,3,2,8
11/14/21 23:51,11/15/21 1:09,174.53.244.146,100,4662,1,11/15/21 1:09,R_3KGTQHK9OMBWMmn,45.07820129,-93.18939972,EN,0.800000012,187,1,1,2,3,,,3,3,3,2,3,3,2,2,3,2,2,1,3,3,2,4
11/14/21 23:52,11/15/21 1:09,76.28.249.229,100,4661,1,11/15/21 1:09,R_tDK2sWio6GFSl45,47.90049744,-122.2472,EN,0.899999976,187,1,1,,,1,2,4,3,3,2,3,3,3,1,3,2,2,1,2,3,2,4
11/14/21 23:52,11/15/21 1:09,108.226.160.243,100,4662,1,11/15/21 1:09,R_1NqzhBCb5UoeM8a,37.34170532,-121.975296,EN,0.899999976,187,1,1,2,3,,,3,3,3,2,2,4,2,3,3,2,2,1,2,3,2,4
11/15/21 7:22,11/15/21 7:28,24.16.115.70,100,346,1,11/15/21 7:28,R_3nJbWHjHX9X10AX,47.73449707,-117.4469986,EN,0.899999976,187,1,2,2,3,,,3,3,3,3,1,1,2,3,3,2,1,2,4,5,2,3
11/15/21 7:22,11/15/21 7:28,68.7.6.147,100,343,1,11/15/21 7:28,R_1qUsZCMwgNhq26n,33.14320374,-117.1665955,EN,0.899999976,187,1,3,,,1,3,3,3,2,3,2,1,2,4,1,2,1,1,3,5,2,4
11/15/21 7:21,11/15/21 7:39,47.149.91.146,100,1074,1,11/15/21 7:39,R_Ox4WgLJu3R5cxfX,33.51730347,-117.1208038,EN,1,187,1,3,2,3,,,1,2,2,2,2,1,4,2,1,4,2,1,4,4,2,6
11/8/21 8:27,11/8/21 8:27,109.202.238.207,3,3,0,11/15/21 8:27,R_2xWzR9yNq25Kt9T,,,EN,0.899999976,,,,,,,,,,,,,,,,,,,,,,,
11/8/21 8:42,11/8/21 8:43,122.180.165.193,3,7,0,11/15/21 8:43,R_3KGCPsbKJqihhm7,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,
11/15/21 8:43,11/15/21 8:45,218.188.148.36,100,101,1,11/15/21 8:45,R_2sbEA1FrJlDaRxS,22.39840698,114.2362061,EN,0.899999976,187,1,2,,,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4
11/8/21 8:46,11/8/21 8:47,95.223.72.159,3,19,0,11/15/21 8:47,R_DShz1KfQFUJCBVL,,,EN,0.899999976,,,,,,,,,,,,,,,,,,,,,,,
11/15/21 8:44,11/15/21 8:49,4.16.157.239,100,298,1,11/15/21 8:49,R_28BpUCNHOU5qdB1,38.88420105,-76.99410248,EN,1,187,1,1,3,1,,,2,2,2,3,2,2,2,2,2,2,1,1,3,3,2,2
11/8/21 8:52,11/8/21 8:52,131.246.191.245,3,5,0,11/15/21 8:52,R_RXmQ0mJdyshiy3L,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,
11/15/21 8:52,11/15/21 8:55,69.80.143.111,100,184,1,11/15/21 8:55,R_2RNWWTp5qLYEnJQ,32.4822998,-93.73320007,EN,1,187,1,1,2,3,,,2,1,2,1,1,1,1,2,1,1,1,1,3,3,2,4
11/15/21 8:55,11/15/21 8:57,69.80.143.111,100,91,1,11/15/21 8:57,R_2Qm8ZVrQMPU2dtL,32.4822998,-93.73320007,EN,0.899999976,187,1,1,2,3,,,2,1,1,1,1,1,2,2,2,2,1,1,3,3,2,2
11/15/21 8:56,11/15/21 8:58,69.80.143.111,100,158,1,11/15/21 8:58,R_TovW6t8aJ0sEIgx,32.4822998,-93.73320007,EN,0.899999976,187,1,1,,,1,1,2,3,3,1,1,1,1,2,3,1,1,1,3,3,2,5
11/8/21 8:58,11/8/21 8:58,75.71.95.160,24,40,0,11/15/21 8:58,R_238Z24SDuNcCu8c,,,EN,1,187,1,2,,,,,,,,,,,,,,,,,,,,
11/15/21 8:46,11/15/21 8:59,190.245.225.202,100,729,1,11/15/21 8:59,R_2qlrY8CKWXY2wL1,-34.60220337,-58.3844986,EN,1,187,1,1,,,3,1,3,2,4,3,2,1,2,2,4,3,2,1,3,3,2,3
11/15/21 8:56,11/15/21 8:59,69.80.143.111,100,227,1,11/15/21 8:59,R_28M2zmCbaIVr0mv,32.4822998,-93.73320007,EN,0.899999976,187,1,1,,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4
11/15/21 8:56,11/15/21 9:00,69.80.143.111,100,281,1,11/15/21 9:00,R_siLKx2jMPLClrCV,32.4822998,-93.73320007,EN,0.899999976,187,1,1,,,2,3,1,1,1,1,1,1,1,2,2,2,1,1,3,3,2,3
11/15/21 8:56,11/15/21 9:02,69.80.143.111,100,352,1,11/15/21 9:02,R_ClSn2nfOdoZBIsh,32.4822998,-93.73320007,EN,1,187,1,1,,,2,3,1,1,1,1,2,3,3,2,2,2,1,1,3,3,2,4
11/15/21 8:56,11/15/21 9:02,69.80.143.111,100,394,1,11/15/21 9:02,R_Owk4Ukq4zC8E60p,32.4822998,-93.73320007,EN,0.899999976,187,2,,,,,,,,,,,,,,,,,,,,,
11/15/21 8:56,11/15/21 9:03,69.80.143.111,100,442,1,11/15/21 9:03,R_BslB5YS8uKM5m6d,32.4822998,-93.73320007,EN,0.899999976,187,1,2,,,2,3,2,2,2,2,3,3,3,3,2,1,1,1,4,4,2,3
11/15/21 8:56,11/15/21 9:04,69.80.143.111,100,499,1,11/15/21 9:04,R_1FwE7Kt1S5IVvNX,32.4822998,-93.73320007,EN,0.899999976,187,1,2,2,3,,,2,2,1,1,2,1,2,2,2,2,1,1,3,3,2,3
11/15/21 8:56,11/15/21 9:05,69.80.143.111,100,546,1,11/15/21 9:05,R_PBf5FaaDzU6VCBb,32.4822998,-93.73320007,EN,0.899999976,187,1,1,,,2,3,3,2,2,2,2,2,2,3,2,2,1,1,4,3,2,2
11/15/21 9:03,11/15/21 9:05,100.15.173.41,100,171,1,11/15/21 9:05,R_2U6i9Jx4ItI44ul,38.93789673,-77.08589935,EN,1,187,1,1,,,1,1,3,2,2,2,1,2,1,2,3,2,1,1,3,2,2,2
11/15/21 9:03,11/15/21 9:05,100.15.173.41,100,152,1,11/15/21 9:05,R_23aFvnFKFOpplhT,38.93789673,-77.08589935,EN,1,187,1,2,1,1,,,4,2,2,2,2,2,3,2,2,2,1,1,3,2,2,4
11/15/21 9:08,11/15/21 9:09,100.15.173.41,100,97,1,11/15/21 9:09,R_25GD3LRLlSwyyfS,38.93789673,-77.08589935,EN,0.899999976,187,1,2,1,2,,,3,3,3,2,2,3,2,3,2,3,1,1,3,2,2,4
11/15/21 9:07,11/15/21 9:10,100.15.173.41,100,177,1,11/15/21 9:10,R_3lrdaijx5iBRUQI,38.93789673,-77.08589935,EN,0.899999976,187,1,2,,,1,1,2,1,2,2,1,2,2,2,3,3,1,1,3,2,2,2
11/15/21 9:07,11/15/21 9:10,100.15.173.41,100,176,1,11/15/21 9:10,R_3qpY8LC7LMTjPJz,38.93789673,-77.08589935,EN,0.899999976,187,1,2,2,2,,,2,2,2,2,1,2,2,3,2,2,1,1,4,2,2,1
11/15/21 9:07,11/15/21 9:11,71.74.227.177,100,208,1,11/15/21 9:11,R_1mmDkWF0ViDLC9m,40.09820557,-83.15799713,EN,0.899999976,187,1,2,2,3,,,3,3,3,3,3,3,2,3,3,2,1,1,3,3,2,2
11/15/21 9:14,11/15/21 9:18,191.96.106.193,100,264,1,11/15/21 9:18,R_1dui5g7FstSbeQ3,34.05439758,-118.2440948,EN,,187,1,2,,,1,1,2,3,2,2,2,2,2,2,2,2,1,1,3,4,2,4
11/15/21 9:18,11/15/21 9:20,70.122.138.71,100,144,1,11/15/21 9:20,R_3KIX4Vub9N7k98e,32.89959717,-96.79060364,EN,1,187,1,4,3,3,,,4,3,2,2,1,2,2,2,3,2,1,1,5,4,2,3
11/15/21 9:19,11/15/21 9:23,104.251.79.1,100,233,1,11/15/21 9:23,R_1IZ42ocgWRSbOkH,36.87879944,-82.09230042,EN,0.899999976,187,1,2,2,3,,,3,2,2,3,2,2,2,2,2,2,1,1,3,4,2,2
11/15/21 9:19,11/15/21 9:23,104.251.79.1,100,257,1,11/15/21 9:23,R_1PXZKfmBrddI8jz,36.87879944,-82.09230042,EN,0.899999976,187,1,1,,,3,1,3,2,3,3,3,3,2,3,2,2,1,1,4,4,2,1
11/15/21 9:18,11/15/21 9:24,24.72.234.110,100,337,1,11/15/21 9:24,R_10UF7RaOttoCyDQ,38.88969421,-121.2873001,EN,0.899999976,187,1,2,,,1,1,2,3,3,2,3,3,2,2,3,3,1,2,3,3,2,4
11/15/21 9:19,11/15/21 9:24,24.72.234.110,100,289,1,11/15/21 9:24,R_3hbSCJ7cknrFmFe,38.88969421,-121.2873001,EN,0.899999976,187,1,2,2,1,,,2,1,2,2,2,2,1,2,2,1,2,1,4,3,2,4
11/15/21 9:19,11/15/21 9:24,24.72.234.110,100,288,1,11/15/21 9:24,R_1DO6kl4h6Gd9gvR,38.88969421,-121.2873001,EN,0.899999976,187,1,2,,,1,2,3,2,3,3,2,1,3,1,1,3,2,1,3,3,2,5
11/15/21 9:19,11/15/21 9:24,24.72.234.110,100,287,1,11/15/21 9:24,R_2wick4lPO8C5yKx,38.88969421,-121.2873001,EN,0.899999976,187,1,2,2,1,,,3,3,2,3,3,3,1,3,3,2,2,1,3,3,2,1
11/15/21 9:19,11/15/21 9:24,104.251.79.1,100,279,1,11/15/21 9:24,R_2f9SFW7H8swvEx5,36.87879944,-82.09230042,EN,0.800000012,187,1,3,2,3,,,3,2,3,3,2,2,2,4,3,3,1,2,4,5,2,2
11/15/21 9:18,11/15/21 9:24,24.72.234.110,100,351,1,11/15/21 9:24,R_Zwd8hHnM7xiyV3z,38.88969421,-121.2873001,EN,0.899999976,187,1,3,,,2,1,1,2,2,2,2,2,3,1,4,1,2,2,3,3,2,5
11/15/21 9:19,11/15/21 9:24,104.251.79.1,100,297,1,11/15/21 9:24,R_2qskiQHeH1JpIow,36.87879944,-82.09230042,EN,0.800000012,187,1,2,2,1,,,3,3,1,3,2,2,3,3,3,3,1,1,4,5,2,3
11/15/21 9:19,11/15/21 9:24,104.251.79.1,100,315,1,11/15/21 9:24,R_1CiL91d1cGOznQR,36.87879944,-82.09230042,EN,0.800000012,187,1,3,,,3,1,2,3,2,3,3,3,2,2,2,2,1,2,5,5,2,2
11/15/21 9:20,11/15/21 9:25,172.117.133.110,100,253,1,11/15/21 9:25,R_zeSnzXPyfmOkZ8d,34.30769348,-118.4286957,EN,1,1,1,1,2,3,,,3,3,2,2,1,2,2,2,1,3,1,1,2,4,2,4
11/15/21 9:23,11/15/21 9:27,191.96.106.193,100,203,1,11/15/21 9:27,R_3Duxk0d0r6aq70p,34.05439758,-118.2440948,EN,,187,1,3,2,1,,,2,2,4,2,1,2,1,3,3,1,1,1,6,5,2,2
11/15/21 9:23,11/15/21 9:28,191.96.106.193,100,264,1,11/15/21 9:28,R_2YQwB5Yf336Ngus,34.05439758,-118.2440948,EN,,187,1,1,,,3,1,1,2,2,2,3,2,2,3,4,1,1,1,5,4,2,3
11/15/21 9:25,11/15/21 9:28,99.23.95.118,100,161,1,11/15/21 9:28,R_10ZPXg6Y4Id9R8N,35.33520508,-97.47889709,EN,0.899999976,3,1,2,,,1,1,1,4,4,4,2,3,4,2,3,3,1,1,3,3,2,3
11/15/21 9:29,11/15/21 9:29,45.48.201.9,100,24,1,11/15/21 9:29,R_1C2e5ePoqFniFyM,34.02639771,-117.9360046,EN,0.899999976,9,2,,,,,,,,,,,,,,,,,,,,,
11/15/21 9:23,11/15/21 9:30,191.96.106.193,100,399,1,11/15/21 9:30,R_2tJxKvnrYPzfd22,34.05439758,-118.2440948,EN,,187,1,4,2,3,,,1,1,2,2,2,3,1,4,3,1,1,1,7,5,2,4
11/15/21 9:23,11/15/21 9:30,191.96.106.193,100,430,1,11/15/21 9:30,R_eP2KgYqNQ1ABmzD,34.05439758,-118.2440948,EN,,187,1,1,2,3,,,3,2,1,3,2,2,1,2,4,2,1,1,4,4,2,2
11/15/21 9:26,11/15/21 9:31,104.251.79.1,100,277,1,11/15/21 9:31,R_895jCuDNdeGRAkh,36.87879944,-82.09230042,EN,0.100000001,187,1,1,,,3,1,2,3,2,3,2,2,2,2,3,2,1,1,4,3,2,3
11/15/21 9:26,11/15/21 9:31,104.251.79.1,100,283,1,11/15/21 9:31,R_xug36rYy3ZC01EZ,36.87879944,-82.09230042,EN,0,187,1,2,2,3,,,2,2,2,2,2,2,3,2,3,2,1,1,5,4,2,4
11/15/21 9:27,11/15/21 9:31,104.251.79.1,100,289,1,11/15/21 9:31,R_1ImvHOEdSfxxFFP,36.87879944,-82.09230042,EN,0.800000012,187,1,3,,,3,1,3,2,2,3,3,2,3,2,2,2,1,1,4,5,2,2
11/15/21 9:27,11/15/21 9:31,104.251.79.1,100,295,1,11/15/21 9:31,R_sLlpkD6DFySxWrD,36.87879944,-82.09230042,EN,0.800000012,187,1,2,2,3,,,4,3,2,3,3,2,4,3,3,1,1,2,5,5,2,2
11/15/21 9:27,11/15/21 9:32,104.251.79.1,100,305,1,11/15/21 9:32,R_3nIvJxapJBpUaZf,36.87879944,-82.09230042,EN,0,187,1,2,2,3,,,3,2,2,3,2,3,2,3,1,1,1,1,5,5,2,3
11/15/21 9:27,11/15/21 9:33,24.72.234.110,100,356,1,11/15/21 9:33,R_phriIKPYCOYH7Ql,38.88969421,-121.2873001,EN,0.899999976,187,1,2,2,2,,,1,3,2,3,2,3,1,3,1,1,2,1,4,3,2,5
11/15/21 9:23,11/15/21 9:33,191.96.106.193,100,587,1,11/15/21 9:33,R_21ujPYeZxdMu3eI,34.05439758,-118.2440948,EN,,187,1,3,2,1,,,3,2,2,2,3,3,2,3,2,1,1,2,7,5,2,2
11/15/21 9:27,11/15/21 9:33,24.72.234.110,100,360,1,11/15/21 9:33,R_21zX99Nm4NIUPhX,38.88969421,-121.2873001,EN,,187,1,2,,,3,2,3,1,4,3,1,3,4,2,2,4,1,1,4,3,2,1
11/15/21 9:27,11/15/21 9:33,24.72.234.110,100,366,1,11/15/21 9:33,R_ThGQCDYpFhUoS9b,38.88969421,-121.2873001,EN,0.899999976,187,1,3,,,1,1,3,2,3,2,1,3,2,4,4,3,2,2,3,3,2,2
11/15/21 9:27,11/15/21 9:33,24.72.234.110,100,369,1,11/15/21 9:33,R_2dLSoRG5IFhxk1V,38.88969421,-121.2873001,EN,0.800000012,187,1,2,2,2,,,1,3,2,3,3,3,1,2,4,1,2,2,3,3,2,4
11/15/21 9:27,11/15/21 9:33,24.72.234.110,100,374,1,11/15/21 9:33,R_1qWZqZk5JTsubyv,38.88969421,-121.2873001,EN,0.800000012,187,1,2,,,2,1,2,2,3,2,2,3,2,3,2,3,2,1,3,3,2,3
11/15/21 9:23,11/15/21 9:33,191.96.106.193,100,615,1,11/15/21 9:33,R_1N3AluFjPmBDV31,34.05439758,-118.2440948,EN,,187,1,2,,,2,1,2,3,2,2,2,3,2,3,3,1,1,1,3,5,2,4
11/8/21 9:34,11/8/21 9:35,135.23.115.219,3,4,0,11/15/21 9:35,R_0JLxCVh0fUrKuRz,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,
11/15/21 9:29,11/15/21 9:37,23.118.91.156,100,454,1,11/15/21 9:37,R_2ebDrjIEgZadSXP,33.70429993,-84.37419891,EN,0.899999976,187,1,4,,,3,1,3,3,2,2,3,1,2,3,3,2,2,1,4,5,2,3
11/15/21 9:29,11/15/21 9:37,23.118.91.156,100,457,1,11/15/21 9:37,R_20MPF7ku1OZVlTu,33.70429993,-84.37419891,EN,0.899999976,187,1,3,2,3,,,2,3,2,2,3,3,2,3,2,3,1,2,4,4,2,2
11/15/21 9:29,11/15/21 9:37,23.118.91.156,100,463,1,11/15/21 9:37,R_1QF4EgPg35jMxd7,33.70429993,-84.37419891,EN,1,187,1,3,,,3,1,4,3,3,2,1,1,2,4,3,2,1,2,6,5,2,4
11/15/21 9:28,11/15/21 9:37,23.118.91.156,100,499,1,11/15/21 9:37,R_1MLrrRxnD0BTuPW,33.70429993,-84.37419891,EN,1,187,1,4,,,3,1,1,3,3,3,2,3,2,2,2,2,2,1,4,4,2,5
11/15/21 9:29,11/15/21 9:37,23.118.91.156,100,466,1,11/15/21 9:37,R_3G3ZB9T54dohjAW,33.70429993,-84.37419891,EN,1,187,1,4,,,3,1,3,3,4,3,1,3,2,1,3,2,2,1,4,4,2,1
11/15/21 9:23,11/15/21 9:37,191.96.106.193,100,862,1,11/15/21 9:37,R_BLJIqB4lHBu8M5X,34.05439758,-118.2440948,EN,,187,1,2,2,3,,,1,3,3,3,3,1,2,2,3,2,1,1,5,5,2,5
11/15/21 9:23,11/15/21 9:37,191.96.106.193,100,875,1,11/15/21 9:37,R_2TpYCrh2yQ5IHO3,34.05439758,-118.2440948,EN,,187,1,1,2,3,,,3,3,2,3,1,2,2,2,3,1,1,2,6,4,2,3
11/15/21 9:34,11/15/21 9:38,24.186.10.87,100,223,1,11/15/21 9:38,R_vcdHslipT2fMpnb,40.65049744,-73.58319855,EN,0.800000012,187,1,2,2,3,,,3,2,2,3,3,3,3,3,3,2,1,2,4,4,2,1
11/15/21 9:35,11/15/21 9:38,24.186.10.87,100,225,1,11/15/21 9:38,R_vUoS8BHthUld7jj,40.65049744,-73.58319855,EN,0.800000012,187,1,2,2,3,,,3,3,3,3,3,3,2,3,3,2,1,2,4,4,2,2
11/15/21 9:35,11/15/21 9:38,24.186.10.87,100,230,1,11/15/21 9:38,R_sGva4wjQ8EtskWB,40.65049744,-73.58319855,EN,0.400000006,187,1,2,2,3,,,3,3,3,2,2,2,2,3,3,1,1,1,5,5,2,5
11/15/21 9:35,11/15/21 9:39,24.186.10.87,100,234,1,11/15/21 9:39,R_3lLfSOW8HVnVCEH,40.65049744,-73.58319855,EN,0.800000012,187,1,2,2,3,,,3,2,2,3,2,3,2,2,3,2,1,1,5,5,2,2
11/15/21 9:34,11/15/21 9:39,24.186.10.87,100,265,1,11/15/21 9:39,R_1Fx3dXcE2ObpX1L,40.65049744,-73.58319855,EN,0.800000012,187,1,1,,,3,1,2,3,3,3,3,3,3,3,3,2,1,1,3,3,2,3
11/15/21 9:39,11/15/21 9:41,191.96.106.193,100,111,1,11/15/21 9:41,R_27P6RKxGKDdyzBI,34.05439758,-118.2440948,EN,,187,1,3,2,3,,,3,3,3,3,3,2,2,3,3,1,1,1,5,5,2,3
11/15/21 9:39,11/15/21 9:41,191.96.106.193,100,137,1,11/15/21 9:41,R_1q4Lek77zoMm7N0,34.05439758,-118.2440948,EN,,187,1,2,,,1,1,2,3,2,2,2,2,2,3,2,2,1,1,3,3,2,3
11/15/21 9:35,11/15/21 9:42,24.72.234.110,100,410,1,11/15/21 9:42,R_3NwXdPzE1CNmVOt,38.88969421,-121.2873001,EN,0.800000012,187,1,1,2,3,,,3,,3,2,2,1,1,3,4,3,1,1,5,5,2,4
11/15/21 9:35,11/15/21 9:42,24.72.234.110,100,414,1,11/15/21 9:42,R_1dF6ssmolm9xDAB,38.88969421,-121.2873001,EN,0.800000012,187,1,2,2,2,,,1,2,3,3,3,2,4,2,3,2,2,1,3,3,2,3
